ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
11       0.7980364680290222 0.7969307412703832 0.966815710067749 0.9308299333430253 0.029773796146566167 0.07221035659313202 0.9772662401199341 0.9931291734210763 0.9664915204048157 0.9933679060311835 0.9664915204048157 0.981136792898178 0.9915962368249893 0.4677981734275818 0.0011571645736694336 0.0020268247876361156 0.05971058997753459 0.0001750247321925444 0.955522882938385 0.9021186232566833
12       0.8617556631565094 0.867932915687561 0.9344025105237961 0.9475542186702812 0.04247611302595877 0.06146605312824249 0.9443031191825867 0.9833437572030661 0.8747647702693939 0.9671648241041488 0.8284512758255005 0.9919407427310943 0.9652503579854965 0.01690685749053955 0.14627611637115479 0.004493154562218443 0.10220089068908322 9.227571848760985e-05 0.9130156993865967 0.7898659110069275
13       0.8733509242534637 0.8804444203774134 0.9610082656145096 0.9426599971073515 0.02040909230709076 0.06180641055107117 0.9101591944694519 0.9796842145176896 0.8839241564273834 0.9811596272890668 0.88521409034729 0.9788826569914818 0.9784755408763885 0.002714395523071289 0.0018047690391540527 0.002316095818837313 0.07466303218303642 8.412214570663247e-05 0.8908316850662231 0.606725811958313
14       0.8180519392093023 0.865424561003844 0.9487631171941757 0.9393814890566519 0.04288594921429956 0.11290423572063446 0.8741044104099274 0.9532537925448552 0.8246071040630341 0.9261853907963948 0.7469931095838547 0.9970561439792316 0.9640942960977554 0.8511086702346802 0.9478168413043022 0.0013166617893202658 0.02432070275313406 8.38076908186427e-05 0.8877805272738138 0.818210780620575
15       0.8114616990089416 0.8174034665028254 0.9691010117530823 0.9354821717825489 0.023291925589243534 0.06533251702785492 0.883328503370285 0.9525075963349927 0.7734739184379578 0.9847532215246151 0.8911828696727753 0.9570604607462883 0.9843833148479462 0.8109828680753708 0.1937158703804016 0.0007251272026441994 0.07878934728248577 1.8171639283545764e-05 0.8655434310436249 0.49637773633003235
16       0.8336206078529358 0.8389971293509007 0.9643069207668304 0.9317652710846492 0.04895766139030455 0.09985947608947754 0.9047247171401978 0.9688888445318771 0.8562791645526886 0.9809019981380311 0.8562791645526886 0.971683782339096 0.9785510003566742 0.009476721286773682 0.01353675127029419 0.00040238108383353034 0.013875979921691522 3.08199554042158e-05 0.861415445804596 0.6393992900848389
17       0.7893188923597336 0.8266125783324242 0.9720513373613358 0.9335397345915674 0.020235613540366848 0.05754674971103668 0.9542579114437103 0.9664592473572924 0.9011392593383789 0.9790977956956795 0.9011392593383789 0.9752844959497452 0.9886661320924759 0.12607377767562866 0.0028548836708068848 0.0060385581852890145 0.11355042577964669 0.0005190410497082597 0.9351651906967163 0.853892982006073
18       0.8641785979270935 0.8815116211771965 0.9628154337406158 0.9294846588438683 0.029625953390048143 0.05245313048362732 0.9855351448059082 0.9967598806751328 0.974627822637558 0.9966284179815643 0.974627822637558 0.9876942411065102 0.9891535937786102 0.2022894024848938 0.28636038303375244 0.0021758925195280608 0.04346665176505127 9.888256299359548e-05 0.9304842352867126 0.8581057190895081
19       0.8406043231487275 0.8767994085947672 0.9768135100603104 0.9421054007960301 0.05300059219201403 0.0699242502450943 0.9118203520774841 0.9496237260679941 0.8162751495838165 0.9813303177039918 0.8949150145053864 0.9955668091773987 0.9790764451026917 0.08204877376556396 0.025687754154205322 0.002850436456781702 0.06410859186355546 0.00012600524666028266 0.935213851928711 0.9062036275863647
20       0.8808327168226242 0.8685927763581276 0.9638557136058807 0.9446757530545913 0.01748832839506642 0.04762323200702667 0.9208478977282842 0.9733209663838522 0.8276775777339935 0.9612277237270153 0.765189915895462 0.9754527181386947 0.9785165935754776 0.23632806539535522 0.14548510313034058 0.004103639064161997 0.18852826477663157 0.00010069955869477307 0.8970856567223867 0.8598348498344421
21       0.8482677241166433 0.8694872098664443 0.979395866394043 0.9381016441620886 0.05057924024520377 0.09158647060394287 0.8908244371414185 0.9686087924899383 0.8172219395637512 0.903656030656097 0.6810247600078583 0.9359261989593506 0.9799218624830246 0.03760117292404175 0.2044927477836609 0.0013092056542055536 0.03263398818413667 7.546286126921418e-05 0.8522011637687683 0.7545211911201477
22       0.9108161985874176 0.9092982813715935 0.9436597377061844 0.9395737222676138 0.030354657520850536 0.03382091224193573 0.9667488992214203 0.990084846094085 0.9209195375442505 0.9978855815158436 0.9564898610115051 0.9998398333787918 0.9845075607299805 0.003124833106994629 0.01500028371810913 0.00202713034769963 0.08486373540732935 9.888256299359548e-05 0.9228763580322266 0.8009594082832336
23       0.8396239131689072 0.8728386163711548 0.9803412556648254 0.9493746539721122 0.03868966251611705 0.10550813376903534 0.9177336767315865 0.979793482350285 0.8149245381355286 0.981827525731326 0.92711541056633 0.9780837943156561 0.9756738245487213 0.8957537934184074 0.027979016304016113 0.001836606027650681 0.031192541559168365 9.167933537883996e-05 0.940991222858429 0.9163334965705872
24       0.8423138484358788 0.8803162090480328 0.9447532892227173 0.9534574493363097 0.02924443975738855 0.07462543249130249 0.8741359412670135 0.9119075648772874 0.724028080701828 0.9802492079074678 0.8591060042381287 0.9950757622718811 0.9717205166816711 0.5056165754795074 0.02356499433517456 0.001836487539332035 0.08491662094648007 8.412198525652589e-05 0.8642489016056061 0.606723964214325
25       0.8097860465447108 0.8290932551026344 0.912192240357399 0.9423620446004729 0.03164958824282105 0.07695180177688599 0.9569474508364996 0.9771983198871093 0.8398721516132355 0.9693432350512485 0.8831489384174347 0.9941928386688232 0.9688063859939575 0.003294646739959717 0.001406252384185791 0.0031751559843855876 0.06964543576766989 0.00014453724904852407 0.9375995198885599 0.9080570340156555
26       0.840366929769516 0.8453857563436031 0.9594545662403107 0.9401341883931309 0.011189146836598662 0.05147814750671387 0.8673926770687104 0.9673912840661316 0.8172959685325623 0.9747172959273911 0.8049190044403076 0.9844007988770803 0.978471040725708 0.6746482849121094 0.27618730068206787 0.000690999086774651 0.13377191033494767 1.814467676785652e-05 0.8788697242736816 0.49355578422546387
27       0.8928154706954956 0.9075287133455276 0.960394561290741 0.9515482824329936 0.03959918362753734 0.04164758324623108 0.9735720679163933 0.9964410928712342 0.9494406580924988 0.9957161449266074 0.956218034029007 0.9763467013835907 0.9909099638462067 0.19243550300598145 0.16499167680740356 0.0022798070589208886 0.041226285920323985 7.685596291446718e-05 0.8988909870386124 0.7130129337310791
28       0.8740053872267405 0.8819333550830681 0.9853628575801849 0.9387322211265564 0.031400568783283234 0.08092160522937775 0.9900223910808563 0.998558569558389 0.9839790463447571 0.9987846983028685 0.9839790463447571 0.9945504367351532 0.9974483102560043 0.0006306767463684082 0.0017275810241699219 0.0009323631499174458 0.01893371768819861 7.576630683985357e-05 0.7875968416531881 0.45222997665405273
29       0.8250306397676468 0.8603344187140465 0.9653067886829376 0.9377593673031095 0.03055281937122345 0.03916196525096893 0.8274562567472458 0.9123640793781111 0.6789086312055588 0.9866507010481911 0.8786921501159668 0.9511073902249336 0.9737567901611328 0.02466893196105957 0.04103124141693115 0.0005680718302834317 0.021807076454408686 3.23681387500383e-05 0.9638028740882874 0.9388291239738464
30       0.8673671931028366 0.8936474248766899 0.975008100271225 0.939798752375699 0.05203885246406903 0.08612258732318878 0.9720721915364265 0.9963556979199666 0.9280908405780792 0.9912339547094451 0.9280908405780792 0.9760926589369774 0.9757004231214523 0.0022954344749450684 0.0019254684448242188 0.0009962685080868363 0.04640828804458701 3.102615237196478e-05 0.8973402380943298 0.6964021325111389
31       0.8738596811890602 0.8767339549958706 0.9651388674974442 0.9268771690770614 0.03589056497034815 0.032147303223609924 0.8799778558313847 0.9759246662337855 0.8179346919059753 0.9870090587866969 0.8766704797744751 0.9535989299416542 0.9569316953420639 0.0022769570350646973 0.0009094476699829102 0.0005377628815530682 0.04558131921322399 5.876689244542248e-05 0.7940268404781818 0.3003164827823639
32       0.8613529801368713 0.8735751360654831 0.9647064059972763 0.9460681455750619 0.04121177726321745 0.08748014271259308 0.9308493733406067 0.9812065943548571 0.8806162476539612 0.9857351193805499 0.8874045610427856 0.9826565881570181 0.9731828570365906 0.004102349281311035 0.0016664862632751465 0.0009663581482089231 0.02769514199260194 5.293852199274209e-05 0.8296167254447937 0.6765100955963135
33       0.842649482190609 0.8471157116194565 0.9276384860277176 0.9172433053518271 0.045704268640087475 0.02283857762813568 0.9131660982966423 0.978503412335475 0.8887916803359985 0.977426042237374 0.8340339958667755 0.9837960015450206 0.9421121180057526 0.009235143661499023 0.024045944213867188 0.002105172010426633 0.08598456014507398 5.64630425644249e-05 0.8905228525400162 0.5704163312911987
34       0.8543091118335724 0.8684472541014354 0.9738213121891022 0.9264315503338972 0.028905919194221474 0.06588426232337952 0.9540903568267822 0.9909039016861314 0.9308813810348511 0.9933241804552608 0.9018597900867462 0.9602044820785522 0.9733353406190872 0.015092849731445312 0.020339012145996094 0.0009751045860590058 0.02457902586412276 8.412214570663247e-05 0.6668552358945211 0.560512125492096
35       0.8553185065587362 0.8626449281970661 0.9436014890670776 0.9341172802227514 0.03671704828739164 0.09614281356334686 0.9623454014460245 0.992208328087731 0.9428085088729858 0.989549135151087 0.9242404699325562 0.9883558650811514 0.9727470278739929 0.11134457588195801 0.25855565071105957 0.0014466992356700424 0.03337385558650388 9.692673114239224e-05 0.9346224864323934 0.9306887984275818
36       0.8749638050794601 0.8988378072778385 0.973956361413002 0.9344404917590472 0.05785924196243286 0.0864560455083847 0.9405137300491333 0.975791128421144 0.8438077867031097 0.9894958138545658 0.912419855594635 0.9987256303429604 0.9903456270694733 0.37708568572998047 0.12350016832351685 0.001356975343274088 0.039497344196627364 5.003512489819128e-05 0.8989846110343933 0.8446133732795715
37       0.846168788416045 0.8702290404055799 0.9406598955392838 0.9302824011375738 0.02970721572637558 0.05851826071739197 0.8996026686259678 0.961916392263253 0.8493986427783966 0.975544805504363 0.8730441927909851 0.9877937951258251 0.966985434293747 0.017332851886749268 0.003544449806213379 0.001504861652524461 0.05301575136651487 0.00011777474279782386 0.9491694399288723 0.9242430925369263
38       0.8704685389995575 0.8796818427741527 0.9611155390739441 0.9248225611562912 0.04194575920701027 0.039166271686553955 0.9367605149745941 0.9808610818201338 0.9046992361545563 0.9779864170707464 0.8345067203044891 0.9900112430254618 0.9585448801517487 0.01445627212524414 0.0035080313682556152 0.002359463588686278 0.08009807405395125 0.00010069955869477307 0.8638497233390808 0.7661070823669434
39       0.8561683334410191 0.8949642945080996 0.9706907570362091 0.9297589348243164 0.01428642443248207 0.02564246952533722 0.9239903502166271 0.9660261385797071 0.8677103817462921 0.9727933082902318 0.8642447888851166 0.9810360241681337 0.9830621778964996 0.42074447870254517 0.007522404193878174 0.0018589571791299 0.16220866183686952 3.333172309593379e-05 0.9095576927065849 0.7664936780929565
40       0.8470151921113332 0.8670254995425543 0.962427943944931 0.9541664303165592 0.01966815103184094 0.08132059872150421 0.9287493328253428 0.9729104414378469 0.8355357646942139 0.9905556460272642 0.8452330231666565 0.9621962408224742 0.9849431365728378 0.09207648038864136 0.3546953797340393 0.0017937895211574512 0.04466548939691559 9.167933537883996e-05 0.9397221008936564 0.9188296794891357
41       0.8557658568024635 0.8657595776021481 0.9063673764467239 0.9667813593691046 0.03245662739782618 0.01947028934955597 0.8831405527889729 0.9260755969277774 0.6809040158987045 0.9792254627484027 0.848466157913208 0.9981995796163877 0.9142095595598221 0.008958280086517334 0.002095460891723633 0.001155655706473252 0.05245442142070444 3.817231950774633e-05 0.896546259522438 0.6697347164154053
42       0.889518658320109 0.8846377109487851 0.9559656381607056 0.951280304525472 0.05106360429809209 0.09172260761260986 0.9897468686103821 0.9987445705416809 0.9809816777706146 0.9989117033599539 0.9809816777706146 0.9965639710426331 0.9856977611780167 0.07409721612930298 0.12251138687133789 0.001446385931904173 0.03568598222446455 6.335645629179879e-05 0.7822490036487579 0.4276866018772125
43       0.8333165347576141 0.8605576679110527 0.9594943821430206 0.9435416576655015 0.05919373780488968 0.06788082420825958 0.906870886683464 0.9710496760948644 0.8709132075309753 0.9774328322585877 0.863018125295639 0.957738709449768 0.9703744649887085 0.017332255840301514 0.0042724609375 0.0029009140688582157 0.040469777745802515 0.000175072309886664 0.8930713534355164 0.706058144569397
44       0.8662080883979797 0.8933775037527084 0.9791160821914673 0.9495156320355693 0.03620774630043244 0.03456699848175049 0.9340968072414398 0.9667099925536728 0.8505346179008484 0.9844939837096094 0.8599540293216705 0.9637983202934265 0.985635831952095 0.027634382247924805 0.024214088916778564 0.0012469170244097877 0.08201510268567856 2.5676096304565393e-05 0.9207579612731933 0.7188714742660522
45       0.8951423593929836 0.8973922763551985 0.9454957395792007 0.9438501723938518 0.019164365270863404 0.03344297409057617 0.9174387284687587 0.9831946643102842 0.8814398646354675 0.9878730556265278 0.8814398646354675 0.9865905422539938 0.9673371315002441 0.0211830735206604 0.0016381144523620605 0.0014959814089347474 0.1251161332457871 3.1775034877506136e-05 0.9397881286484855 0.8529320359230042
46       0.8743140771985054 0.888748078296582 0.9682817459106445 0.9564733276212657 0.03382931965770142 0.056163132190704346 0.9234172329306602 0.9856889906349906 0.8685056865215302 0.9818961882513113 0.8587543070316315 0.9866207882761955 0.9696421027183533 0.008596062660217285 0.035946011543273926 0.0007308188477935933 0.0412384364935974 2.2418081829661704e-05 0.9060205668210983 0.7781926393508911
47       0.852843388915062 0.8774071224033833 0.9509868323802948 0.9360099042003805 0.043288700508348876 0.05903857946395874 0.9097286611795425 0.9729526801010593 0.8834396600723267 0.9690412999350997 0.8130360543727875 0.9860396619353976 0.9350234717130661 0.007824599742889404 0.0057086944580078125 0.00112988414026721 0.05192127511990108 4.7497793119040586e-05 0.948218509554863 0.8681083917617798
48       0.8230244219303131 0.8294975409905117 0.9495242536067963 0.9329653093739162 0.04881488233804698 0.06323003768920898 0.9195525497198105 0.9510221321619952 0.806175708770752 0.9915824940506681 0.8709679841995239 0.9464781483014425 0.9817717522382736 0.797250896692276 0.04368346929550171 0.0013793398693677974 0.020826821971720266 9.167933537883996e-05 0.6898965574800968 0.11124153435230255
49       0.8391681537032127 0.8538039289414883 0.9515413641929626 0.9399525733156637 0.028979129791259717 0.07551410794258118 0.9699412137269974 0.9862095916636928 0.9226927161216736 0.9895566286432604 0.9226927161216736 0.9944800212979317 0.9826122224330902 0.007024526596069336 0.14709222316741943 0.0017497979826240106 0.05012665141859467 7.720748360171649e-05 0.8565846383571625 0.655651867389679
50       0.8572822958230972 0.8663611536224682 0.9603993147611618 0.9455379332447874 0.03292649670651082 0.04762569069862366 0.9059652090072632 0.973281219749234 0.8596144318580627 0.9436886448946993 0.7679530084133148 0.9569134339690208 0.977175772190094 0.016496658325195312 0.007432460784912109 0.0004625973167572036 0.03912467861744641 1.3766419336711315e-05 0.8394492045044899 0.4931369125843048
51       0.8448516875505447 0.8637660294771194 0.967372477054596 0.919492170214653 0.04502570132414496 0.05380408465862274 0.9224311957756678 0.9718001116324118 0.8417941331863403 0.9793644641936652 0.8801004886627197 0.9957962930202484 0.989447221159935 0.0025429129600524902 0.000732719898223877 0.001743796490021019 0.048997677034715095 0.00010069946266023607 0.8347114225228628 0.5250071287155151
52       0.8608265593647957 0.8636721819639206 0.9578102827072144 0.9316248595714569 0.03415772013175178 0.0374918133020401 0.9494354352355003 0.9820292111929545 0.8949703276157379 0.9790534546967153 0.8949703276157379 0.9977147579193115 0.9883799403905869 0.04744553565979004 0.4434897303581238 0.0026944284047363863 0.07222956382437576 8.037807550961006e-05 0.8704423308372498 0.70236736536026
53       0.8722610324621201 0.8807797238230706 0.9630706608295441 0.947762240461037 0.01210967103640237 0.024459466338157654 0.8977204039692879 0.971070452816174 0.8311266601085663 0.9679245238367002 0.8601956367492676 0.9823808819055557 0.9574807435274124 0.023306190967559814 0.06366360187530518 0.0020151207059775906 0.11529660167596395 7.014873608768552e-05 0.9560426399111748 0.8184464573860168
54       0.8514837324619293 0.8595608870188396 0.9616729170084 0.9327352437618617 0.03904392570257187 0.04853145778179169 0.979844443500042 0.9946654338102068 0.9566693007946014 0.9942173102187581 0.9566693007946014 0.9970296025276184 0.976457491517067 0.3665006756782532 0.32105231285095215 0.0010727050592583443 0.026066693978533267 7.014873608768552e-05 0.9364304542541504 0.8184469938278198
55       0.8434275090694427 0.8614016957581043 0.9768303334712982 0.9319783559311992 0.045025550183795726 0.10228769481182098 0.9412333071231842 0.9646111583927137 0.8243882656097412 0.9883072313902588 0.8649338483810425 0.9614858130613962 0.9932399094104767 0.007479429244995117 0.010511338710784912 0.0007766194897604649 0.009694665946240154 7.546300520333672e-05 0.8681619763374329 0.7545192241668701
56       0.8639593869447708 0.872388206422329 0.963970959186554 0.9315899207041813 0.026737504535251144 0.05850133299827576 0.9286806881427765 0.985846342409177 0.8950320184230804 0.9920650120247192 0.8950320184230804 0.9716250250736872 0.970516249537468 0.5864123404026031 0.18050271272659302 0.0011789226417689507 0.028012151724646644 0.00011307496363411147 0.9531268179416656 0.9457309246063232
57       0.8200519755482674 0.8598966300487518 0.7940600477159023 0.9411003418352412 0.0418480131132849 0.07856787741184235 0.8659099340438843 0.861594007969197 0.631779283285141 0.9937462770456831 0.91026970744133 0.9349916453162829 0.8168289512395859 0.9533667452633381 0.8663580417633057 0.0007900294645009952 0.030066806311261043 3.1607900202194536e-05 0.9409593492746353 0.8846540451049805
58       0.840818464756012 0.8383634120225907 0.96804478764534 0.94911995898817 0.03215266577899456 0.07462060451507568 0.915275864303112 0.9781944518976715 0.858043909072876 0.986241943749647 0.858043909072876 0.9661300629377365 0.984836757183075 0.011380791664123535 0.002367854118347168 0.0011088619727336907 0.053870159614851275 3.8174722244769685e-05 0.9017731100320816 0.7791236639022827
59       0.8333978950977325 0.8480892777442932 0.9526224285364151 0.9341581737408873 0.03167483325187981 0.1046215146780014 0.9920023381710052 0.9969453962333628 0.9811773896217346 0.9967258273695823 0.9811773896217346 0.9931329786777496 0.9939158856868744 0.8957139104604721 0.13869976997375488 0.000339816192364797 0.017948933672789862 1.8624223651242776e-05 0.8621906240781149 0.7212322950363159
60       0.886895164847374 0.9064846709370613 0.9467721730470657 0.9300479236486796 0.035353008069490155 0.05056184530258179 0.960403323173523 0.9887861481198215 0.9091010391712189 0.9927238992455285 0.9091010391712189 0.9885809421539307 0.9659650474786758 0.023539185523986816 0.06368958950042725 0.0013076276976176295 0.03922672975677769 7.49764991409621e-05 0.891508474946022 0.723631739616394
61       0.8599814474582672 0.859503660351038 0.9645052850246429 0.9292268912459529 0.04707566987384448 0.06153245270252228 0.9611288160085678 0.987697523441545 0.9114851355552673 0.9848129715731773 0.9114851355552673 0.9843404516577721 0.9745296388864517 0.4962250590324402 0.0040912628173828125 0.002116077635075891 0.03148969796787928 0.00018913607597860675 0.8947831839323044 0.715764582157135
62       0.8531864881515503 0.8857044031222661 0.9760780930519104 0.948298094990831 0.02380063715908265 0.05302146077156067 0.8728041827678681 0.9493437891271199 0.7741886377334595 0.9752920615277745 0.8427064418792725 0.977197602391243 0.974001333117485 0.08353418111801147 0.10521268844604492 0.0021597548883495947 0.10880366925737492 6.0399023489629806e-05 0.943036150932312 0.8495810627937317
63       0.8168161094188691 0.8393961876630783 0.9670608937740326 0.940918268307167 0.02219921251138046 0.04800480604171753 0.8856385469436645 0.9681481577088071 0.8453995585441589 0.9573203439362263 0.8065502047538757 0.9700413354805538 0.9723950028419495 0.4715011715888977 0.24291902780532837 0.003454872426983287 0.07353495471431912 0.00019283886302588624 0.8891278028488159 0.7222645878791809
64       0.8585636715094248 0.8632656646271546 0.9332745522260666 0.9431079183855364 0.04080695446048466 0.06867377460002899 0.9740685721238455 0.9950616705881323 0.9479679465293884 0.9954169211630131 0.9479679465293884 0.9922028879324595 0.9593650102615356 0.027279436588287354 0.006884157657623291 0.0008421610008330291 0.02292415332922406 5.228775020788541e-05 0.9526640971501669 0.9021433591842651
65       0.9039839446544647 0.9154994507630666 0.9726061373949051 0.9362109431198665 0.03752777897394621 0.039174437522888184 0.9267562687397003 0.9885315351989812 0.8719726502895355 0.9761797925018563 0.861577570438385 0.962720376253128 0.9812428802251816 0.07287323474884033 0.001649022102355957 0.00268655089127501 0.06272542752466126 0.00011709594256756061 0.9027404665946961 0.7962221503257751
66       0.8607667684555054 0.8643790408968925 0.9738429337739944 0.9447312698416088 0.04061086262975422 0.09070095419883728 0.9378885924816132 0.9868951524073601 0.8560560345649719 0.9808027180428773 0.8436706364154816 0.9851068407297134 0.9813876897096634 0.848863497376442 0.5701673924922943 0.0012254335564960469 0.048966974794101906 4.90089467184478e-05 0.8362447619438171 0.6818692684173584
67       0.8492000848054886 0.8585439547896385 0.9651633203029633 0.9400147629471926 0.030525066455205252 0.04462526738643646 0.9448848068714142 0.9793354357962087 0.8735527396202087 0.9743886545909799 0.8735527396202087 0.9798028618097305 0.9786796718835831 0.0023809075355529785 0.09924858808517456 0.0035760143204683044 0.060686116001802855 0.00019894220084367583 0.9463457316160202 0.8613584637641907
68       0.8386538475751877 0.8639133274555206 0.9770511537790298 0.9411611789610328 0.03494134316077602 0.05982869863510132 0.9616024568676949 0.9834793617970119 0.9053387343883514 0.9868047268707905 0.9053387343883514 0.985913060605526 0.9905214458703995 0.03837573528289795 0.15136480331420898 0.0011450661157080002 0.06062011678097955 4.966109090086315e-05 0.9025349617004395 0.7340381145477295
69       0.8394780158996582 0.8345276117324829 0.9628149569034576 0.9367235595104741 0.041023465849104435 0.1205960214138031 0.9268231292565664 0.9799482936614048 0.8900361657142639 0.9848122020629795 0.8900361657142639 0.9791106681029002 0.982377678155899 0.09981286525726318 0.013469278812408447 0.00045634033044093136 0.01982797520294891 3.1775034877506136e-05 0.9136833945910136 0.8529326319694519
70       0.8396777391433716 0.8514081105589867 0.940433144569397 0.9412753452857335 0.03236384503543377 0.04600587487220764 0.9138207256793975 0.9754289218026102 0.8630735874176025 0.9664487944909919 0.8189869523048401 0.9928214430809021 0.9692380577325821 0.6933201849460602 0.015158295631408691 0.004079278202879233 0.07366468382384006 0.0002926358891460228 0.9258852005004883 0.8210515379905701
71       0.9077071746190389 0.916690746943156 0.9715590327978134 0.9423901237871336 0.035881409590894475 0.04640078544616699 0.9792827665805817 0.998239120970311 0.9611169695854187 0.9972933777598918 0.9611169695854187 0.9930570125579834 0.9840539693832397 0.0330272912979126 0.03625845909118652 0.000578919243517913 0.010262719036039767 5.876689244542248e-05 0.7419527570406595 0.5280582904815674
72       0.8460908532142639 0.8630022630095482 0.9386225789785385 0.9378000120533273 0.026787633145296974 0.06154933571815491 0.9542823061347008 0.985400326884216 0.918507993221283 0.9799133168358551 0.918507993221283 0.9682845547795296 0.9838974475860596 0.9448348060250282 0.03677111864089966 0.0005004512219018736 0.0554597254955437 1.8171621953728356e-05 0.8541456386446953 0.49637773633003235
73       0.8076673373579979 0.8239429257810116 0.9678296148777008 0.9362926578947476 0.030377446309379885 0.07120440900325775 0.8961532488465309 0.9630300437820094 0.8536700904369354 0.9734019707088724 0.8630813658237457 0.9600078448653221 0.978569284081459 0.20488297939300537 0.0037119388580322266 0.0010292223592040766 0.04255737664563532 4.4454822831421697e-05 0.8062014579772949 0.3624165654182434
