ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
10       0.819483895599842 0.8567744938035806 0.9632837027311325 0.9046508264471227 0.048871033865472535 0.03589698672294617 0.9421395540237427 0.988526640980866 0.8998841345310211 0.9827952912326445 0.8997622728347778 0.9958928046127161 0.9766823500394821 0.003683745861053467 0.05667310953140259 0.0005087101946205288 0.049719786311802815 1.542994054771194e-05 0.9165600299835205 0.7254013419151306
11       0.7982104063034058 0.7973511834939321 0.9626353532075882 0.899231589938465 0.030438218265771866 0.05435758829116821 0.9191687822341919 0.9786185880234797 0.8705638945102692 0.9737544499303805 0.8577888906002045 0.9837653994560241 0.9557061046361923 0.4677981734275818 0.0011571645736694336 0.0020268247876361156 0.05971058997753459 0.0001750247321925444 0.955522882938385 0.9021186232566833
12       0.7667378932237625 0.7792673140764237 0.9644295275211334 0.9197159227139006 0.04214722195336984 0.04934392869472504 0.9184906959533692 0.9563412229000425 0.8525694906711578 0.9422009548763741 0.7754436135292053 0.9906615003943443 0.9758551716804504 0.01690685749053955 0.14627611637115479 0.004493154562218443 0.10220089068908322 9.227571848760985e-05 0.9130156993865967 0.7898659110069275
13       0.8406863182783126 0.8491426989436149 0.9580413550138474 0.9123166780153366 0.03600915074348454 0.026056379079818726 0.8910045564174652 0.9667818037059348 0.86974036693573 0.9670922647740099 0.8861909508705139 0.9729051768779755 0.9639943987131119 0.002714395523071289 0.0018047690391540527 0.002316095818837313 0.07466303218303642 8.412214570663247e-05 0.8908316850662231 0.606725811958313
14       0.7677987491091093 0.8193924712638061 0.9486916363239288 0.9146524157014585 0.07253988403262512 0.0319909006357193 0.8702962895234426 0.94389552723834 0.8576616942882538 0.9469126937492316 0.7868340313434601 0.987815501789252 0.9507068693637848 0.8511086702346802 0.9478168413043022 0.0013166617893202658 0.02432070275313406 8.38076908186427e-05 0.8877805272738138 0.818210780620575
15       0.7343177452683449 0.756896727035443 0.9221986085176468 0.894965348912305 0.034613196442766836 0.03560657799243927 0.848417991399765 0.9525195196369427 0.8136498034000397 0.9543923231982554 0.8136498034000397 0.986529727652669 0.9470577239990234 0.8109828680753708 0.1937158703804016 0.0007251272026441994 0.07878934728248577 1.8171639283545764e-05 0.8655434310436249 0.49637773633003235
16       0.7727419758836428 0.7827789199848969 0.9417940974235535 0.890021024588144 0.08032381203439498 0.042325109243392944 0.925430158774058 0.9681303189697956 0.918205052614212 0.9701355778047622 0.9024130702018738 0.9334042871991793 0.9699281752109528 0.009476721286773682 0.01353675127029419 0.00040238108383353034 0.013875979921691522 3.08199554042158e-05 0.861415445804596 0.6393992900848389
17       0.828214219212532 0.8539010390639306 0.9608157873153687 0.9020155813983258 0.028187866012255314 0.051801204681396484 0.9684087455272674 0.9928396615218125 0.9447045922279358 0.9918672784450431 0.9447045922279358 0.9917288959026337 0.9883943945169449 0.12607377767562866 0.0028548836708068848 0.0060385581852890145 0.11355042577964669 0.0005190410497082597 0.9351651906967163 0.853892982006073
18       0.7974303159862757 0.8225157456472516 0.9535549283027649 0.8924945090742161 0.03918264486959999 0.031028658151626587 0.970607802271843 0.9934246515010265 0.955542266368866 0.9935703183495121 0.9456438422203064 0.9957109689712524 0.9722926467657089 0.2022894024848938 0.28636038303375244 0.0021758925195280608 0.04346665176505127 9.888256299359548e-05 0.9304842352867126 0.8581057190895081
19       0.7818990064784884 0.8133827553751568 0.9651789665222168 0.908975738402525 0.07405139412730932 0.05967763066291809 0.8699623703956604 0.9180092962300108 0.8258562982082367 0.9305414311307914 0.8258562982082367 0.984166813082993 0.9654001742601395 0.08204877376556396 0.025687754154205322 0.002850436456781702 0.06410859186355546 0.00012600524666028266 0.935213851928711 0.9062036275863647
20       0.7840909212827682 0.8025108302632968 0.9536646455526352 0.9215360149820014 0.025977728159531255 0.01701110601425171 0.9080554991960526 0.9531162441393244 0.8792159855365753 0.9587700090067766 0.8515703082084656 0.9816259622573853 0.9712955504655838 0.23632806539535522 0.14548510313034058 0.004103639064161997 0.18852826477663157 0.00010069955869477307 0.8970856567223867 0.8598348498344421
21       0.7974269390106201 0.8241205103695393 0.9586125463247299 0.9044587244005764 0.0555961962902185 0.07103267312049866 0.9537158111731211 0.9903843598802791 0.9269456267356873 0.9925045559169279 0.9269456267356873 0.9794607957204183 0.9849677383899689 0.03760117292404175 0.2044927477836609 0.0013092056542055536 0.03263398818413667 7.546286126921418e-05 0.8522011637687683 0.7545211911201477
22       0.8233319446444511 0.8364467459420364 0.9562451839447021 0.9129850065578585 0.03735515254515187 0.022695764899253845 0.9346321582794189 0.9862562673093045 0.9096976518630981 0.9869982040965288 0.9110409915447235 0.9982528779655695 0.9492122530937195 0.003124833106994629 0.01500028371810913 0.00202713034769963 0.08486373540732935 9.888256299359548e-05 0.9228763580322266 0.8009594082832336
23       0.8091534897685051 0.8603084199130535 0.9679194837808609 0.9145142425255604 0.06306120604276655 0.05454452335834503 0.9514041095972061 0.9916925540033468 0.9123664498329163 0.991281989361191 0.9304319620132446 0.9512248312433561 0.982002392411232 0.8957537934184074 0.027979016304016113 0.001836606027650681 0.031192541559168365 9.167933537883996e-05 0.940991222858429 0.9163334965705872
24       0.7720336597412825 0.7947923780108492 0.9422012120485306 0.9244105022792753 0.04249518591424695 0.048931121826171875 0.8937530443072319 0.9719940168304007 0.8426245152950287 0.9282365904699725 0.7773476541042328 0.9225856382399797 0.979767918586731 0.5056165754795074 0.02356499433517456 0.001836487539332035 0.08491662094648007 8.412198525652589e-05 0.8642489016056061 0.606723964214325
25       0.8140630945563316 0.8222263293961685 0.9540755599737167 0.9034186132602243 0.049803518056869556 0.05688881874084473 0.948218991359075 0.9864992110966107 0.9066503345966339 0.9823250640918744 0.9066503345966339 0.9738576213518778 0.9919712096452713 0.003294646739959717 0.001406252384185791 0.0031751559843855876 0.06964543576766989 0.00014453724904852407 0.9375995198885599 0.9080570340156555
26       0.7808536753058434 0.79212202206254 0.9279406517744064 0.9033010060186771 0.013703052885830402 0.058541297912597656 0.8607807338237763 0.9607724709007783 0.8126223087310791 0.9513357721677802 0.7588684558868408 0.9493054235974947 0.9273554682731628 0.6746482849121094 0.27618730068206787 0.000690999086774651 0.13377191033494767 1.814467676785652e-05 0.8788697242736816 0.49355578422546387
27       0.8151864781975746 0.8365784324705601 0.9675615727901459 0.9201863077232393 0.05586979679159221 0.05947168171405792 0.9542243853211403 0.9907333360525499 0.9292303323745728 0.9907113768799078 0.9370663166046143 0.9632164165377617 0.9789814949035645 0.19243550300598145 0.16499167680740356 0.0022798070589208886 0.041226285920323985 7.685596291446718e-05 0.8988909870386124 0.7130129337310791
28       0.7727962285280228 0.7956753112375736 0.9661675244569778 0.9055148415543415 0.04579730873758148 0.029310882091522217 0.9776020646095276 0.9939024306363713 0.9662662744522095 0.9901186661651256 0.9266071021556854 0.9844380219777426 0.9954103380441666 0.0006306767463684082 0.0017275810241699219 0.0009323631499174458 0.01893371768819861 7.576630683985357e-05 0.7875968416531881 0.45222997665405273
29       0.7852259844541549 0.7921596055229505 0.9471665769815445 0.8909894114732743 0.06728846473353245 0.050839394330978394 0.8795500755310058 0.9595384742153037 0.7906413674354553 0.9743606045419027 0.8632084727287292 0.9984086815267801 0.9688057601451874 0.02466893196105957 0.04103124141693115 0.0005680718302834317 0.021807076454408686 3.23681387500383e-05 0.9638028740882874 0.9388291239738464
30       0.8143441155552864 0.8477091155946255 0.9788790494203568 0.8991730269814325 0.07581503192583716 0.06533971428871155 0.9633241146802902 0.9912226952263978 0.9126126766204834 0.9842611086629063 0.9126126766204834 0.9922940880060196 0.9741266518831253 0.0022954344749450684 0.0019254684448242188 0.0009962685080868363 0.04640828804458701 3.102615237196478e-05 0.8973402380943298 0.6964021325111389
31       0.7734419014304876 0.7821794937675197 0.9449157416820526 0.90035603735326 0.034981828182935715 0.04211790859699249 0.8161803055554628 0.9444728816986956 0.7245350629091263 0.956994544302157 0.8000381588935852 0.9963686052709818 0.934846505522728 0.0022769570350646973 0.0009094476699829102 0.0005377628815530682 0.04558131921322399 5.876689244542248e-05 0.7940268404781818 0.3003164827823639
32       0.784414770702521 0.8073036012550194 0.9381425678730011 0.9014441001821648 0.053219395464864316 0.09436334669589996 0.9052389065424601 0.9711288314737629 0.7826323509216309 0.961216999788395 0.8475339710712433 0.9195166577895483 0.9211094379425049 0.004102349281311035 0.0016664862632751465 0.0009663581482089231 0.02769514199260194 5.293852199274209e-05 0.8296167254447937 0.6765100955963135
33       0.6956787845119834 0.7305160979740322 0.9259717166423798 0.8851910064121088 0.04762331644694007 0.0352310836315155 0.8522582873702049 0.9273075911032693 0.7678892314434052 0.918452423821388 0.7503740787506104 0.9430527475529483 0.9620333313941956 0.009235143661499023 0.024045944213867188 0.002105172010426633 0.08598456014507398 5.64630425644249e-05 0.8905228525400162 0.5704163312911987
34       0.8034255305926005 0.8425702154636383 0.9557273387908936 0.8922384272401149 0.0332349999384447 0.07255066931247711 0.9571128288904825 0.9920506345991384 0.9321590662002563 0.9833168211643013 0.8923890590667725 0.9645939792195956 0.967558354139328 0.015092849731445312 0.020339012145996094 0.0009751045860590058 0.02457902586412276 8.412214570663247e-05 0.6668552358945211 0.560512125492096
35       0.7527046948671341 0.7761022411286831 0.9275695234537125 0.9038927059235244 0.05551383441144775 0.057563722133636475 0.955660343170166 0.9871481014879535 0.9300549030303955 0.9862900940868382 0.9143120646476746 0.9815419055521488 0.97621850669384 0.11134457588195801 0.25855565071105957 0.0014466992356700424 0.03337385558650388 9.692673114239224e-05 0.9346224864323934 0.9306887984275818
36       0.806946525350213 0.841026449886461 0.9663270115852356 0.9090117953850755 0.07072632255092748 0.08554735779762268 0.9376616030931473 0.9833565580825478 0.8779752254486084 0.9783381648168898 0.8779752254486084 0.9672990664839745 0.9837421774864197 0.37708568572998047 0.12350016832351685 0.001356975343274088 0.039497344196627364 5.003512489819128e-05 0.8989846110343933 0.8446133732795715
37       0.7778706103563309 0.8054791130125523 0.9467667192220688 0.8912274179534173 0.04076310179450293 0.054253220558166504 0.8778162470885685 0.9407024415360565 0.8093648552894592 0.9491678058969448 0.8158747851848602 0.9732594221830368 0.9578060805797577 0.017332851886749268 0.003544449806213379 0.001504861652524461 0.05301575136651487 0.00011777474279782386 0.9491694399288723 0.9242430925369263
38       0.7989853337407112 0.8157345883548259 0.9498142153024673 0.8876507844376776 0.05546320711865149 0.044520288705825806 0.9390800833702088 0.9704077813026282 0.9090835452079773 0.9544260245768221 0.7991005480289459 0.9847647334138552 0.9568506926298141 0.01445627212524414 0.0035080313682556152 0.002359463588686278 0.08009807405395125 0.00010069955869477307 0.8638497233390808 0.7661070823669434
39       0.8250030344352126 0.8568173381499946 0.9643057733774185 0.9023319529644548 0.012738396292147458 0.01068432629108429 0.8900086209177971 0.9556096079343035 0.8610484600067139 0.957249561811079 0.8449125289916992 0.9901968808844686 0.9806463122367859 0.42074447870254517 0.007522404193878174 0.0018589571791299 0.16220866183686952 3.333172309593379e-05 0.9095576927065849 0.7664936780929565
40       0.8169202034672102 0.868735255052646 0.9541206061840057 0.9249241762898035 0.025852544741197026 0.0344676673412323 0.9601303537686666 0.9945828168904471 0.9263339936733246 0.995574825908971 0.9511536359786987 0.9881955484549204 0.9787113964557648 0.09207648038864136 0.3546953797340393 0.0017937895211574512 0.04466548939691559 9.167933537883996e-05 0.9397221008936564 0.9188296794891357
41       0.8254150971770287 0.841832933947444 0.958064466714859 0.9335389241431523 0.06894242763519287 0.029762789607048035 0.9320317953824997 0.964948970870573 0.891823023557663 0.9601943807016342 0.8102798163890839 0.9355260779460272 0.9738658666610718 0.008958280086517334 0.002095460891723633 0.001155655706473252 0.05245442142070444 3.817231950774633e-05 0.896546259522438 0.6697347164154053
42       0.8100235213836035 0.8213147918383281 0.9513078331947327 0.9245321170559951 0.0611054504459555 0.051912859082221985 0.9650860627492269 0.9943019488812723 0.943446934223175 0.9934708269130823 0.943446934223175 0.9937974810600281 0.9781780987977982 0.07409721612930298 0.12251138687133789 0.001446385931904173 0.03568598222446455 6.335645629179879e-05 0.7822490036487579 0.4276866018772125
43       0.7671554498374462 0.7924625854939222 0.9399480223655701 0.9154441989603497 0.06852309676733881 0.06186775863170624 0.8394820019602776 0.9214473443390268 0.7984037101268768 0.8997871139202033 0.7684788703918457 0.9664636300411076 0.923175498843193 0.017332255840301514 0.0042724609375 0.0029009140688582157 0.040469777745802515 0.000175072309886664 0.8930713534355164 0.706058144569397
44       0.8047356560826302 0.8374623745679856 0.9556012451648712 0.9257951463908839 0.039696784395920615 0.04726789891719818 0.907657516002655 0.9236666201685608 0.8165798187255859 0.9313490725995734 0.8165798187255859 0.9766088977456093 0.9833706021308899 0.027634382247924805 0.024214088916778564 0.0012469170244097877 0.08201510268567856 2.5676096304565393e-05 0.9207579612731933 0.7188714742660522
45       0.8345897197723389 0.8436072260141373 0.9595955908298492 0.9117704619032642 0.03617306005570198 0.04602941870689392 0.9152018598147801 0.9685548665992894 0.8425005078315735 0.9719036928749554 0.9153108298778534 0.9828443191945553 0.9707304239273071 0.0211830735206604 0.0016381144523620605 0.0014959814089347474 0.1251161332457871 3.1775034877506136e-05 0.9397881286484855 0.8529320359230042
46       0.8293881416320801 0.8515325089295704 0.94797483086586 0.9290802428232772 0.05671047532197204 0.03667323291301727 0.900216169655323 0.9788873735237758 0.8256533145904541 0.9701240419987185 0.830478698015213 0.9660926640033722 0.9306541532278061 0.008596062660217285 0.035946011543273926 0.0007308188477935933 0.0412384364935974 2.2418081829661704e-05 0.9060205668210983 0.7781926393508911
47       0.7735515143722296 0.8068212186917663 0.9622436910867691 0.9085719600478386 0.053268205268042434 0.018566638231277466 0.9109930247068405 0.9694406588610596 0.8665348589420319 0.9481077512890277 0.7885676026344299 0.9654853080532381 0.9820805191993713 0.007824599742889404 0.0057086944580078125 0.00112988414026721 0.05192127511990108 4.7497793119040586e-05 0.948218509554863 0.8681083917617798
48       0.705658920109272 0.7431598094602425 0.9380538761615753 0.893692250127223 0.0696137371388349 0.13956105709075928 0.8659684211015701 0.8939754592990337 0.7176498174667358 0.978754743105501 0.8545574843883514 0.9672020996610323 0.9663256108760834 0.797250896692276 0.04368346929550171 0.0013793398693677974 0.020826821971720266 9.167933537883996e-05 0.6898965574800968 0.11124153435230255
49       0.8081386219710112 0.8352957383419077 0.9559027999639511 0.9064402141763518 0.0454566622602528 0.03511348366737366 0.9772906228899956 0.9949202372201196 0.9599620699882507 0.9948668273520802 0.9599620699882507 0.9985586255788803 0.9926493614912033 0.007024526596069336 0.14709222316741943 0.0017497979826240106 0.05012665141859467 7.720748360171649e-05 0.8565846383571625 0.655651867389679
50       0.7726257275789976 0.7957680687929194 0.9626930803060532 0.9049862958809249 0.04855794812503611 0.04362651705741882 0.895764172077179 0.9565911992883986 0.8039682507514954 0.9679135894584618 0.8492928147315979 0.9869445040822029 0.973540410399437 0.016496658325195312 0.007432460784912109 0.0004625973167572036 0.03912467861744641 1.3766419336711315e-05 0.8394492045044899 0.4931369125843048
51       0.7231366032113632 0.7539350759858887 0.9215786904096603 0.8824124293718135 0.04565359817610848 0.08416327834129333 0.8792819728453954 0.9295254907500006 0.8007166981697083 0.9498917182107061 0.8054376244544983 0.9813106392199794 0.9699902385473251 0.0025429129600524902 0.000732719898223877 0.001743796490021019 0.048997677034715095 0.00010069946266023607 0.8347114225228628 0.5250071287155151
52       0.7642430029809475 0.7707329783588648 0.9432105123996735 0.907137530871102 0.04151720986809837 0.0588478147983551 0.8933217152953148 0.9491156464053656 0.7805199325084686 0.9674701875212399 0.7762588560581207 0.9806697592139244 0.9642355442047119 0.04744553565979004 0.4434897303581238 0.0026944284047363863 0.07222956382437576 8.037807550961006e-05 0.8704423308372498 0.70236736536026
53       0.7978829331696033 0.8127382162958383 0.942560225725174 0.9190796247505127 0.01915690489113331 0.024411708116531372 0.8841560818254948 0.9451307459038496 0.6964777708053589 0.9784517174401444 0.8769013583660126 0.9521627314388752 0.955338329076767 0.023306190967559814 0.06366360187530518 0.0020151207059775906 0.11529660167596395 7.014873608768552e-05 0.9560426399111748 0.8184464573860168
54       0.7942977733910084 0.8408999337504308 0.9504283517599106 0.9065648951085217 0.04634647477756848 0.08030171692371368 0.9513984099030495 0.9842057618577646 0.920115202665329 0.9899994825381011 0.920115202665329 0.9922958984971046 0.9861549288034439 0.3665006756782532 0.32105231285095215 0.0010727050592583443 0.026066693978533267 7.014873608768552e-05 0.9364304542541504 0.8184469938278198
55       0.8115361829598745 0.8472708563009899 0.9703840017318726 0.896780868768692 0.05410134792327881 0.10855194926261902 0.9709232052167257 0.9882578634427741 0.9146070778369904 0.9910558720588583 0.9146070778369904 0.989863802989324 0.9949881583452225 0.007479429244995117 0.010511338710784912 0.0007766194897604649 0.009694665946240154 7.546300520333672e-05 0.8681619763374329 0.7545192241668701
56       0.7476871786639094 0.7606290493470926 0.9324394166469574 0.8809713147790499 0.04461632966995244 0.09016551077365875 0.8643601611256599 0.9593605814896548 0.8243059813976288 0.958265788817454 0.8484940528869629 0.9862019441400965 0.9416017383337021 0.5864123404026031 0.18050271272659302 0.0011789226417689507 0.028012151724646644 0.00011307496363411147 0.9531268179416656 0.9457309246063232
57       0.7706759003922343 0.8003225843422115 0.9447102844715118 0.9116284236066289 0.06630410686615973 0.06735680997371674 0.8941599205136299 0.9794043747258918 0.7676754891872406 0.9793701960665118 0.8659905195236206 0.9572870144620538 0.9548181891441345 0.9533667452633381 0.8663580417633057 0.0007900294645009952 0.030066806311261043 3.1607900202194536e-05 0.9409593492746353 0.8846540451049805
58       0.7680733557790518 0.7747244967147708 0.9526020586490631 0.9105674015978972 0.0417468793251935 0.06624528765678406 0.892862856388092 0.9683775113349302 0.8596377074718475 0.9760264626102657 0.8453280329704285 0.9900760930031538 0.9513421803712845 0.011380791664123535 0.002367854118347168 0.0011088619727336907 0.053870159614851275 3.8174722244769685e-05 0.9017731100320816 0.7791236639022827
59       0.7851174622774124 0.7912899181246758 0.9274635910987854 0.9046533105429262 0.042500469301428145 0.08465990424156189 0.9772091507911682 0.9903132869539562 0.936565637588501 0.9877504045874659 0.936565637588501 0.9855521072944006 0.978456050157547 0.8957139104604721 0.13869976997375488 0.000339816192364797 0.017948933672789862 1.8624223651242776e-05 0.8621906240781149 0.7212322950363159
60       0.7935334779322147 0.8301366064697504 0.9443528652191162 0.8980571697634386 0.0433022854003039 0.04777851700782776 0.9461446553468704 0.9874761573156423 0.9061934351921082 0.9856190857785201 0.9061934351921082 0.9921113401651382 0.971968337893486 0.023539185523986816 0.06368958950042725 0.0013076276976176295 0.03922672975677769 7.49764991409621e-05 0.891508474946022 0.723631739616394
61       0.7582805622369051 0.7646070113405585 0.9417772889137268 0.8980809437592377 0.05901085246693005 0.05571332573890686 0.9349550008773804 0.9807206888271569 0.8662487864494324 0.9580043758466821 0.8553355634212494 0.9266327489167452 0.9471023380756378 0.4962250590324402 0.0040912628173828125 0.002116077635075891 0.03148969796787928 0.00018913607597860675 0.8947831839323044 0.715764582157135
62       0.8056694254279136 0.8499977233509223 0.9511811137199402 0.9138832669062861 0.02988420770718503 0.045767396688461304 0.8880465388298034 0.9624013226439114 0.8577829897403717 0.9525608575513544 0.7639284729957581 0.9720703452825546 0.9606860131025314 0.08353418111801147 0.10521268844604492 0.0021597548883495947 0.10880366925737492 6.0399023489629806e-05 0.943036150932312 0.8495810627937317
63       0.7900238111615181 0.8278535790741444 0.9596965909004211 0.905232125117133 0.0342439878731966 0.014777883887290955 0.8653564095497132 0.9201715080136466 0.8163636326789856 0.891330464825367 0.6617519557476044 0.9979798666068486 0.962957426905632 0.4715011715888977 0.24291902780532837 0.003454872426983287 0.07353495471431912 0.00019283886302588624 0.8891278028488159 0.7222645878791809
64       0.7802428305149078 0.8154072612524033 0.9519732594490051 0.8955786729615832 0.06585643759795601 0.04849724471569061 0.8935106297334036 0.973461341612647 0.8313393592834473 0.9668300556906626 0.8313393592834473 0.9597190618515015 0.9300679862499237 0.027279436588287354 0.006884157657623291 0.0008421610008330291 0.02292415332922406 5.228775020788541e-05 0.9526640971501669 0.9021433591842651
65       0.8016270503401757 0.8267461809019248 0.9600953310728073 0.9048130031161267 0.04735173952990568 0.045119717717170715 0.9073237597942352 0.9562834136741838 0.8702157139778137 0.9569340767461032 0.8582665622234344 0.9751136153936386 0.9816558212041855 0.07287323474884033 0.001649022102355957 0.00268655089127501 0.06272542752466126 0.00011709594256756061 0.9027404665946961 0.7962221503257751
66       0.8106380235403776 0.832602976821363 0.9657950550317764 0.9069708636676779 0.06726325651009879 0.044936344027519226 0.946786917746067 0.9625321927940302 0.9135271608829498 0.9656981676543757 0.8393664360046387 0.9681353761504093 0.9763886034488678 0.848863497376442 0.5701673924922943 0.0012254335564960469 0.048966974794101906 4.90089467184478e-05 0.8362447619438171 0.6818692684173584
67       0.7954757194966078 0.816897108219564 0.9451062977313995 0.8985897689380429 0.05032849888647761 0.0452888160943985 0.9349140152335167 0.985398543529195 0.8921557664871216 0.9830936558143613 0.8921557664871216 0.9876900389790535 0.965164378285408 0.0023809075355529785 0.09924858808517456 0.0035760143204683044 0.060686116001802855 0.00019894220084367583 0.9463457316160202 0.8613584637641907
68       0.7879331819713116 0.801414443179965 0.9516452997922897 0.8995877999544638 0.06228082627058029 0.04548770189285278 0.9514798894524574 0.9846790912628514 0.9133986234664917 0.9842935143993472 0.9133986234664917 0.9907092973589897 0.9884686022996902 0.03837573528289795 0.15136480331420898 0.0011450661157080002 0.06062011678097955 4.966109090086315e-05 0.9025349617004395 0.7340381145477295
69       0.7868799517552058 0.8197451060016949 0.9627043604850769 0.8984863506974997 0.052655902893646855 0.08562576770782471 0.9258090356985728 0.9587268934511273 0.8888205587863922 0.9570611931233906 0.8888205587863922 0.9789609859387081 0.9709701240062714 0.09981286525726318 0.013469278812408447 0.00045634033044093136 0.01982797520294891 3.1775034877506136e-05 0.9136833945910136 0.8529326319694519
70       0.7985330805182457 0.8121157057583333 0.9390788078308105 0.909038269368466 0.043017865291663626 0.01856987178325653 0.8540576279163361 0.9355147148146408 0.7718364000320435 0.9324989335223535 0.7731646597385406 0.9817044213414192 0.9469031989574432 0.6933201849460602 0.015158295631408691 0.004079278202879233 0.07366468382384006 0.0002926358891460228 0.9258852005004883 0.8210515379905701
71       0.7669895514845848 0.8250097893178463 0.9652834087610245 0.8901385149481346 0.05555620659952576 0.07618719339370728 0.9585223992665609 0.9873828214170981 0.8912025094032288 0.9810847132414757 0.8912025094032288 0.9851201474666595 0.9707068651914597 0.0330272912979126 0.03625845909118652 0.000578919243517913 0.010262719036039767 5.876689244542248e-05 0.7419527570406595 0.5280582904815674
72       0.8085652887821198 0.8294440358877182 0.9468446969985962 0.9035947262638747 0.03604339114550892 0.04377944767475128 0.9370230138301849 0.9823062730603063 0.8845592141151428 0.9742030799285253 0.8481939733028412 0.9985799491405487 0.9703829288482666 0.9448348060250282 0.03677111864089966 0.0005004512219018736 0.0554597254955437 1.8171621953728356e-05 0.8541456386446953 0.49637773633003235
73       0.7782051227986813 0.7948510305335124 0.9389638900756836 0.896149782802571 0.04998050630092621 0.05222409963607788 0.8504428900778294 0.8889869835515565 0.7365670651197433 0.8834752822874186 0.7365670651197433 0.9978110238909721 0.9751502722501755 0.20488297939300537 0.0037119388580322266 0.0010292223592040766 0.04255737664563532 4.4454822831421697e-05 0.8062014579772949 0.3624165654182434
